
---------- Begin Simulation Statistics ----------
simSeconds                                   0.314086                       # Number of seconds simulated (Second)
simTicks                                 314086434500                       # Number of ticks simulated (Tick)
finalTick                                314086434500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   9126.52                       # Real time elapsed on the host (Second)
hostTickRate                                 34414698                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1219172                       # Number of bytes of host memory used (Byte)
simInsts                                    419443135                       # Number of instructions simulated (Count)
simOps                                      829696736                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    45959                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      90911                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        628172870                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      1374611424                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                 48715692                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1164607133                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                1454568                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            593630374                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined        1131569495                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved            22985196                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           627770538                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.855148                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.061190                       # Number of insts issued each cycle (Count)
system.cpu.statIssuedInstType_0::FloatMemRead        88057      0.01%     99.99% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemWrite       115598      0.01%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::total     1164607133                       # Number of instructions issued per FU type, per thread (Count)
system.cpu.issueRate                         1.853960                       # Inst issue rate ((Count/Cycle))
system.cpu.fuBusy                            27866509                       # FU busy when requested (Count)
system.cpu.fuBusyRate                        0.023928                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu.intInstQueueReads               2984605538                       # Number of integer instruction queue reads (Count)
system.cpu.intInstQueueWrites              2020341941                       # Number of integer instruction queue writes (Count)
system.cpu.intInstQueueWakeupAccesses      1136051492                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu.fpInstQueueReads                   1700343                       # Number of floating instruction queue reads (Count)
system.cpu.fpInstQueueWrites                   863461                       # Number of floating instruction queue writes (Count)
system.cpu.fpInstQueueWakeupAccesses           848725                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu.vecInstQueueReads                        0                       # Number of vector instruction queue reads (Count)
system.cpu.vecInstQueueWrites                       0                       # Number of vector instruction queue writes (Count)
system.cpu.vecInstQueueWakeupAccesses               0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu.intAluAccesses                  1171763380                       # Number of integer alu accesses (Count)
system.cpu.fpAluAccesses                       850186                       # Number of floating point alu accesses (Count)
system.cpu.vecAluAccesses                           0                       # Number of vector alu accesses (Count)
system.cpu.numInsts                        1144826834                       # Number of executed instructions (Count)
system.cpu.numLoadInsts                     159634251                       # Number of load instructions executed (Count)
system.cpu.numSquashedInsts                  19780299                       # Number of squashed instructions skipped in execute (Count)
system.cpu.numSwp                                   0                       # Number of swp insts executed (Count)
system.cpu.numNop                                   0                       # Number of nop insts executed (Count)
system.cpu.numRefs                          239326937                       # Number of memory reference insts executed (Count)
system.cpu.numBranches                       89780966                       # Number of branches executed (Count)
system.cpu.numStoreInsts                     79692686                       # Number of stores executed (Count)
system.cpu.numRate                           1.822471                       # Inst execution rate ((Count/Cycle))
system.cpu.timesIdled                          157544                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu.idleCycles                          402332                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu.committedInsts                   419443135                       # Number of Instructions Simulated (Count)
system.cpu.committedOps                     829696736                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.cpi                               1.497635                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu.totalCpi                          1.497635                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu.ipc                               0.667719                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu.totalIpc                          0.667719                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu.intRegfileReads                 1136145209                       # Number of integer regfile reads (Count)
system.cpu.intRegfileWrites                 867580721                       # Number of integer regfile writes (Count)
system.cpu.fpRegfileReads                     1392771                       # Number of floating regfile reads (Count)
system.cpu.fpRegfileWrites                     675930                       # Number of floating regfile writes (Count)
system.cpu.ccRegfileReads                   395217737                       # number of cc regfile reads (Count)
system.cpu.ccRegfileWrites                  322379434                       # number of cc regfile writes (Count)
system.cpu.miscRegfileReads                 491253885                       # number of misc regfile reads (Count)
system.cpu.miscRegfileWrites                       18                       # number of misc regfile writes (Count)
system.cpu.MemDepUnit__0.insertedLoads      235764583                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores     120171535                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads    153902344                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores     86053299                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups               163792035                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted         129952287                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condIncorrect           6246752                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.BTBLookups             82698757                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBUpdates              2427783                       # Number of BTB updates (Count)
system.cpu.branchPred.BTBHits                82679767                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.999770                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.RASUsed                10892226                       # Number of times the RAS was used to get a target. (Count)
system.cpu.branchPred.RASIncorrect                125                       # Number of incorrect RAS predictions. (Count)
system.cpu.branchPred.indirectLookups         9451383                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits            9446482                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses             4901                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted        28803                       # Number of mispredicted indirect branches. (Count)
system.cpu.commit.commitSquashedInsts       593416342                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls        25730496                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts           6223292                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples    549717158                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     1.509316                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     2.516201                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0       327556448     59.59%     59.59% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1        70591612     12.84%     72.43% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2        20606463      3.75%     76.18% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3        45236900      8.23%     84.41% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4        13861420      2.52%     86.93% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5         9985080      1.82%     88.74% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6         7101224      1.29%     90.04% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7         4021014      0.73%     90.77% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8        50756997      9.23%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total    549717158                       # Number of insts commited each cycle (Count)
system.cpu.commit.instsCommitted            419443135                       # Number of instructions committed (Count)
system.cpu.commit.opsCommitted              829696736                       # Number of ops (including micro ops) committed (Count)
system.cpu.commit.memRefs                   207475844                       # Number of memory references committed (Count)
system.cpu.commit.loads                     137985604                       # Number of loads committed (Count)
system.cpu.commit.amos                              0                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                    17153652                       # Number of memory barriers committed (Count)
system.cpu.commit.branches                   79020483                       # Number of branches committed (Count)
system.cpu.commit.vectorInstructions                0                       # Number of committed Vector instructions. (Count)
system.cpu.commit.floating                     844379                       # Number of committed floating point instructions. (Count)
system.cpu.commit.integer                   801268436                       # Number of committed integer instructions. (Count)
system.cpu.commit.functionCalls               5386876                       # Number of function calls committed. (Count)
system.cpu.commit.committedInstType_0::No_OpClass      9831836      1.18%      1.18% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntAlu    611784103     73.74%     74.92% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntMult        59920      0.01%     74.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntDiv         1493      0.00%     74.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatAdd        43060      0.01%     74.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCmp            0      0.00%     74.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCvt           32      0.00%     74.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMult            0      0.00%     74.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     74.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatDiv            0      0.00%     74.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMisc            0      0.00%     74.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     74.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd          384      0.00%     74.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     74.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu       114488      0.01%     74.95% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp            0      0.00%     74.95% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt       114520      0.01%     74.96% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMisc       270867      0.03%     74.99% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     74.99% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     74.99% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShift          189      0.00%     74.99% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     74.99% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     74.99% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     74.99% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAdd            0      0.00%     74.99% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     74.99% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCmp            0      0.00%     74.99% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCvt            0      0.00%     74.99% # Class of committed instruction (Count)
